# x, y_true, y_pred
7.257116585969924927e-02 2.392350882291793823e-01 4.393338263034820557e-01 4.452708065509796143e-01
2.144321501255035400e-01 1.285256892442703247e-01 7.046268582344055176e-01 7.119407653808593750e-01
-2.496988624334335327e-01 -1.226691529154777527e-02 7.699888199567794800e-02 7.642181217670440674e-02
-2.481198757886886597e-01 3.060267306864261627e-02 -1.910862624645233154e-01 -1.919594556093215942e-01
1.839112304151058197e-02 2.493226081132888794e-01 1.152968034148216248e-01 1.199418306350708008e-01
1.226691249758005142e-02 2.496988624334335327e-01 7.699886709451675415e-02 8.145867288112640381e-02
2.487961947917938232e-01 -2.450419217348098755e-02 -1.533524394035339355e-01 -1.486269086599349976e-01
2.487961798906326294e-01 2.450428530573844910e-02 1.533530056476593018e-01 1.596543490886688232e-01
1.932526081800460815e-01 1.585983335971832275e-01 7.867711782455444336e-01 7.939255833625793457e-01
-2.144321501255035400e-01 1.285256892442703247e-01 -7.046268582344055176e-01 -7.062363624572753906e-01
2.496988624334335327e-01 1.226691901683807373e-02 7.699890434741973877e-02 8.296940475702285767e-02
-1.285256892442703247e-01 2.144321501255035400e-01 -7.046268582344055176e-01 -7.050619721412658691e-01
2.259973585605621338e-01 -1.068886891007423401e-01 -6.151775717735290527e-01 -6.141241788864135742e-01
-1.226693484932184219e-02 2.496988624334335327e-01 -7.699900865554809570e-02 -7.334600389003753662e-02
-3.668260201811790466e-02 -2.472941279411315918e-01 2.284153252840042114e-01 2.288472056388854980e-01
-2.472941279411315918e-01 -3.668262436985969543e-02 2.284154593944549561e-01 2.279459387063980103e-01
-2.353860139846801758e-01 -8.422248810529708862e-02 5.027037262916564941e-01 5.023324489593505859e-01
-2.233060449361801147e-01 -1.124028787016868591e-01 6.398770809173583984e-01 6.395446062088012695e-01
-2.439255416393280029e-01 5.477526783943176270e-02 -3.371633291244506836e-01 -3.382436037063598633e-01
1.337494403123855591e-01 -2.112133651971817017e-01 -7.228809595108032227e-01 -7.253664731979370117e-01
-1.124028414487838745e-01 2.233060747385025024e-01 -6.398769021034240723e-01 -6.398291587829589844e-01
2.392350882291793823e-01 7.257116585969924927e-02 4.393338263034820557e-01 4.464867413043975830e-01
-7.257117331027984619e-02 2.392350882291793823e-01 -4.393338859081268311e-01 -4.379014670848846436e-01
-2.144321352243423462e-01 -1.285257190465927124e-01 7.046269774436950684e-01 7.043379545211791992e-01
1.538078933954238892e-01 1.970866173505783081e-01 7.777888774871826172e-01 7.846329212188720703e-01
-1.388925909996032715e-01 2.078673839569091797e-01 -7.393729686737060547e-01 -7.400847077369689941e-01
2.450435794889926910e-02 -2.487961798906326294e-01 -1.533534675836563110e-01 -1.541156619787216187e-01
1.852377802133560181e-01 -1.678897440433502197e-01 -7.988169789314270020e-01 -8.003716468811035156e-01
1.723851263523101807e-01 1.810617893934249878e-01 8.018408417701721191e-01 8.088254928588867188e-01
